book_id,book_authors,book_desc,book_edition,book_format,book_isbn,book_pages,book_rating,book_rating_count,book_review_count,book_title,genres,image_url,book_price
733,Robert A. Heinlein,"It is a tale of revolution, of the rebellion of a former penal colony on the Moon against its masters on the Earth. It is a tale of a culture whose family structures are based on the presence of two men for every woman, leading to novel forms of marriage and family. It is the story of the disparate people, a computer technician, a vigorous young female agitator, and an elderly academic who become the movement's leaders, and of Mike, the supercomputer whose sentience is known only to the revolt's inner circle, who for reasons of his own is committed to the revolution's ultimate success.",,Paperback,9.78E+12,288,4.17,94153,3181,The Moon is a Harsh Mistress,Science Fiction|Fiction|Classics|Science Fiction Fantasy,https://images.gr-assets.com/books/1348768309l/16690.jpg,288
734,Kerstin Gier|Anthea Bell,"Gwyneth Shepherd's sophisticated, beautiful cousin Charlotte has been prepared her entire life for traveling through time. But unexpectedly, it is Gwyneth, who in the middle of class takes a sudden spin to a different era!Gwyneth must now unearth the mystery of why her mother would lie about her birth date to ward off suspicion about her ability, brush up on her history, and work with Gideon--the time traveler from a similarly gifted family that passes the gene through its male line, and whose presence becomes, in time, less insufferable and more essential. Together, Gwyneth and Gideon journey through time to discover who, in the 18th century and in contemporary London, they can trust.",US Edition,Hardcover,9.78E+12,324,4.12,92256,8976,Ruby Red,Fantasy|Young Adult|Science Fiction|Time Travel|Romance|Historical|Historical Fiction,https://images.gr-assets.com/books/1312036605l/8835379.jpg,324
735,Ellen Hopkins,"In Crank, Ellen Hopkins chronicles the turbulent and often disturbing relationship between Kristina, a character based on her own daughter, and the ""monster,"" the highly addictive drug crystal meth, or ""crank."" Kristina is introduced to the drug while visiting her largely absent and ne'er-do-well father. While under the influence of the monster, Kristina discovers her sexy alter-ego, Bree: ""there is no perfect daughter, / no gifted high school junior, / no Kristina Georgia Snow. / There is only Bree."" Bree will do all the things good girl Kristina won't, including attracting the attention of dangerous boys who can provide her with a steady flow of crank.",,Paperback,9.78E+12,537,4.16,114562,7682,Crank,Young Adult|Poetry|Fiction|Contemporary,https://images.gr-assets.com/books/1388192181l/270730.jpg,537
736,James Dashner,"It’s the end of the line.WICKED has taken everything from Thomas: his life, his memories, and now his only friends—the Gladers. But it’s finally over. The trials are complete, after one final test.Will anyone survive?What WICKED doesn’t know is that Thomas remembers far more than they think. And it’s enough to prove that he can’t believe a word of what they say.The truth will be terrifying.Thomas beat the Maze. He survived the Scorch. He’ll risk anything to save his friends. But the truth might be what ends it all. The time for lies is over.",,Hardcover,9.78E+12,325,3.77,289363,21578,The Death Cure,Young Adult|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1303997647l/7864437.jpg,325
737,Kelley Armstrong,"If you had met me a few weeks ago, you probably would have described me as an average teenage girl - someone normal. Now my life has changed forever and I’m as far away from normal as it gets. A living science experiment - not only can I see ghosts, but I was genetically altered by a sinister organization called Edison Group. What does that mean? For starters. I'm a teenage necromancer whose powers are out of control: I raise the dead without even trying. Trust me, that is not a power you want to have. Ever.Now I’m running for my life with three of my supernatural friends - a charming sorcerer, a cynical werewolf, and a disgruntled witch - and we have to find someone who can help us before the Edison Group finds us first. Or die trying.",First Edition,Hardcover,9.78E+12,360,4.15,102040,3228,The Awakening,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fantasy|Supernatural,https://images.gr-assets.com/books/1478986806l/5391115.jpg,360
738,Sylvain Reynard,"Enigmatic and sexy, Professor Gabriel Emerson is a well respected Dante specialist by day, but by night he devotes himself to an uninhibited life of pleasure. He uses his notorious good looks and sophisticated charm to gratify his every whim, but is secretly tortured by his dark past and consumed by the profound belief that he is beyond all hope of redemption.When the sweet and innocent Julia Mitchell enrolls as his graduate student, his attraction and mysterious connection to her not only jeopardizes his career, but sends him on a journey in which his past and his present collide.An intriguing and sinful exploration of seduction, forbidden love and redemption, ""Gabriel's Inferno"" is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible...forgiveness and love.",,Paperback,9.78E+12,506,4.01,133358,7453,Gabriel's Inferno,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|Adult|New Adult|Did Not Finish,https://images.gr-assets.com/books/1301789770l/10140661.jpg,506
739,Tahereh Mafi,"The thrilling second installment in New York Times bestselling author Tahereh Mafi’s Shatter Me series.It should have taken Juliette a single touch to kill Warner. But his mysterious immunity to her deadly power has left her shaken, wondering why her ultimate defense mechanism failed against the person she most needs protection from.She and Adam were able to escape Warner’s clutches and join up with a group of rebels, many of whom have powers of their own. Juliette will finally be able to actively fight against The Reestablishment and try to fix her broken world. And perhaps these new allies can help her shed light on the secret behind Adam’s—and Warner’s—immunity to her killer skin.Juliette’s world is packed with high-stakes action and tantalizing romance, perfect for fans of the Red Queen series by Victoria Aveyard and the Darkest Minds trilogy by Alexandra Bracken.Ransom Riggs, #1 New York Times bestselling author of Miss Peregrine's Home for Peculiar Children, raved: ""A thrilling, high-stakes saga of self-discovery and forbidden love, the Shatter Me series is a must-read for fans of dystopian young-adult literature—or any literature!""",,Hardcover,9.78E+12,461,4.27,137975,13199,Unravel Me,Science Fiction|Dystopia|Young Adult|Fantasy|Paranormal|Science Fiction,https://images.gr-assets.com/books/1340287622l/13104080.jpg,461
740,Kelley Armstrong,"Chloe Saunders is fifteen and would love to be normal. Unfortunately, Chloe happens to be a genetically engineered necromancer who can raise the dead without even trying. She and her equally gifted (or should that be 'cursed'?) friends are now running for their lives from the evil corporation that created them.As if that's not enough, Chloe is struggling with her feelings for Simon, a sweet-tempered sorcerer, and his brother Derek, a not so sweet-tempered werewolf. And she has a horrible feeling she's leaning towards the werewolf...Definitely not normal.",,Mass Market Paperback,9.78E+12,391,4.21,101700,3521,The Reckoning,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Fantasy|Supernatural,https://images.gr-assets.com/books/1327154591l/6468666.jpg,391
741,Jamie McGuire,"Can you love someone too much?Travis Maddox learned two things from his mother before she died: Love hard. Fight harder.In Walking Disaster, the life of Travis is full of fast women, underground gambling, and violence. But just when he thinks he is invincible, Abby Abernathy brings him to his knees.Every story has two sides. In Beautiful Disaster, Abby had her say. Now it’s time to see the story through Travis’s eyes.",Original Edition,Paperback,9.78E+12,448,4.23,152791,11603,Walking Disaster,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Young Adult,https://images.gr-assets.com/books/1352338368l/15745950.jpg,448
742,Marissa Meyer,"In this third book in the Lunar Chronicles, Cinder and Captain Thorne are fugitives on the run, now with Scarlet and Wolf in tow. Together, they're plotting to overthrow Queen Levana and her army.Their best hope lies with Cress, a girl imprisoned on a satellite since childhood who's only ever had her netscreens as company. All that screen time has made Cress an excellent hacker. Unfortunately, she's just received orders from Levana to track down Cinder and her handsome accomplice.When a daring rescue of Cress goes awry, the group is separated. Cress finally has her freedom, but it comes at a higher price. Meanwhile, Queen Levana will let nothing prevent her marriage to Emperor Kai. Cress, Scarlet, and Cinder may not have signed up to save the world, but they may be the only hope the world has.",,Hardcover,9.78E+12,552,4.45,217699,22735,Cress,Young Adult|Fantasy|Science Fiction|Romance,https://images.gr-assets.com/books/1470057005l/13206828.jpg,552
743,Richard Bach,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders...until he meets Donald Shimoda--former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar....In Illusions, Richard Bach takes to the air to discover the ageless truths that give our souls wings: that people don't need airplanes to soar...that even the darkest clouds have meaning once we lift ourselves above them... and that messiahs can be found in the unlikeliest places--like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",,Paperback,9.78E+12,144,4.14,50675,2035,Illusions: The Adventures of a Reluctant Messiah,Fiction|Philosophy|Spirituality|Fantasy|Classics,https://images.gr-assets.com/books/1353964306l/29946.jpg,144
744,Jane Austen|Tony Tanner|Ros Ballaster,"'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of love—and its threatened loss—the sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love.This edition includes explanatory notes, textual variants between the first and second editions, and Tony Tanner's introduction to the original Penguin Classic edition.",Penguin Classics,Paperback,9.78E+12,409,4.06,838944,13020,Sense and Sensibility,Classics|Fiction|Romance,https://images.gr-assets.com/books/1397245675l/14935.jpg,409
745,Brian Selznick,"Orphan, clock keeper, and thief, Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric, bookish girl and a bitter old man who runs a toy booth in the station, Hugo's undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message from Hugo's dead father form the backbone of this intricate, tender, and spellbinding mystery.",,Hardcover,9.78E+12,525,4.23,145698,14014,The Invention of Hugo Cabret,Historical|Historical Fiction|Fiction|Young Adult|Childrens|Sequential Art|Graphic Novels|Fantasy,https://images.gr-assets.com/books/1422312376l/9673436.jpg,525
746,Agatha Christie,"The tranquillity of a cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot through the head. She was young, stylish and beautiful, a girl who had everything - until she lost her life. Hercule Poirot recalls an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in this exotic setting, nothing is ever quite what it seems...",,Paperback,9.78E+12,214,4.08,87993,3080,Death on the Nile,Mystery|Fiction|Mystery|Crime|Classics,https://images.gr-assets.com/books/1486837149l/131359.jpg,214
747,F. Scott Fitzgerald,"Set on the French Riviera in the late 1920s, Tender Is the Night is the tragic romance of the young actress Rosemary Hoyt and the stylish American couple Dick and Nicole Diver. A brilliant young psychiatrist at the time of his marriage, Dick is both husband and doctor to Nicole, whose wealth goads him into a lifestyle not his own, and whose growing strength highlights Dick's harrowing demise. A profound study of the romantic concept of character, Tender Is the Night is lyrical, expansive, and hauntingly evocative.",,Paperback,9.78E+12,431,3.83,97309,4102,Tender Is the Night,Classics|Fiction|Literature|Literature|American,https://images.gr-assets.com/books/1438797669l/46164.jpg,431
748,Douglas Adams,"Alternate Cover Edition ISBN 0345418921 (ISBN13: 9780345418920)Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com",,Paperback,,250,4.22,193358,4500,The Restaurant at the End of the Universe,Science Fiction|Fiction|Humor|Fantasy,https://images.gr-assets.com/books/1521213881l/8695.jpg,250
749,Edith Wharton,"Ethan Frome works his unproductive farm and struggles to maintain a bearable existence with his difficult, suspicious, and hypochondriac wife, Zeena. But when Zeena's vivacious cousin enters their household as a ""hired girl"", Ethan finds himself obsessed with her and with the possibilities for happiness she comes to represent. In one of American fiction's finest and most intense narratives, Edith Wharton moves this ill-starred trio toward their tragic destinies. Different in both tone and theme from Wharton's other works, Ethan Frome has become perhaps her most enduring and most widely read novel.",,Paperback,9.78E+12,99,3.38,95208,4625,Ethan Frome,Classics|Fiction|Literature|Academic|School,https://images.gr-assets.com/books/1389822254l/5246.jpg,99
750,Richard Yates,"In the hopeful 1950s, Frank and April Wheeler appear to be a model couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.",,Paperback,9.78E+12,355,3.9,70176,6272,Revolutionary Road,Fiction|Classics|Historical|Historical Fiction,https://images.gr-assets.com/books/1353721885l/48328.jpg,355
751,Sophocles|J.E. Thomas,"The curse placed on Oedipus lingers and haunts a younger generation in this new and brilliant translation of Sophocles' classic drama. The daughter of Oedipus and Jocasta, Antigone is an unconventional heroine who pits her beliefs against the King of Thebes in a bloody test of wills that leaves few unharmed. Emotions fly as she challenges the king for the right to bury her own brother. Determined but doomed, Antigone shows her inner strength throughout the play.Antigone raises issues of law and morality that are just as relevant today as they were more than two thousand years ago. Whether this is your first reading or your twentieth, Antigone will move you as few pieces of literature can.To make this quintessential Greek drama more accessible to the modern reader, this Prestwick House Literary Touchstone Edition includes a glossary of difficult terms, a list of vocabulary words, and convenient sidebar notes. By providing these, it is our intention that readers will more fully enjoy the beauty, wisdom, and intent of the play.",,Paperback,9.78E+12,80,3.61,85952,2137,Antigone,Classics|Plays|Drama|Academic|School|Fiction|Academic|Read For School,https://images.gr-assets.com/books/1486701308l/7728.jpg,80
752,Juliet Marillier,"Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters. Bereft of a mother, she is comforted by her six brothers who love and protect her. Sorcha is the light in their lives, they are determined that she know only contentment.But Sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only Sorcha can lift-by staying silent. If she speaks before she completes the quest set to her by the Fair Folk and their queen, the Lady of the Forest, she will lose her brothers forever. When Sorcha is kidnapped by the enemies of Sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. Sorcha despairs at ever being able to complete her task, but the magic of the Fair Folk knows no boundaries, and love is the strongest magic of them all...",,Paperback,9.78E+12,554,4.28,47591,3572,Daughter of the Forest,Fantasy|Romance|Fiction|Historical|Historical Fiction|Fantasy|Fairy Tales|Young Adult,https://images.gr-assets.com/books/1343589988l/13928.jpg,554
753,Scott Westerfeld,"""Special Circumstances"": The words have sent chills down Tally's spine since her days as a repellent, rebellious ugly. Back then Specials were a sinister rumor -- frighteningly beautiful, dangerously strong, breathtakingly fast. Ordinary pretties might live their whole lives without meeting a Special. But Tally's never been ordinary.And now she's been turned into one of them: a superamped fighting machine, engineered to keep the uglies down and the pretties stupid.The strength, the speed, and the clarity and focus of her thinking feel better than anything Tally can remember. Most of the time. One tiny corner of her heart still remembers something more.Still, it's easy to tune that out -- until Tally's offered a chance to stamp out the rebels of the New Smoke permanently. It all comes down to one last choice: listen to that tiny, faint heartbeat, or carry out the mission she's programmed to complete. Either way, Tally's world will never be the same.",,Hardcover,9.78E+12,384,3.77,156790,7615,Specials,Young Adult|Science Fiction|Dystopia|Science Fiction,https://images.gr-assets.com/books/1390340887l/24765.jpg,384
754,Richelle Mead,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. Alchemists protect vampire secrets - and human lives. Sydney would love to go to college, but instead, she's been sent into hiding at a posh boarding school in Palm Springs, California - tasked with protecting Moroi princess Jill Dragomir from assassins who want to throw the Moroi court into civil war. Formorly in disgrace, Sydney is now praised for her loyalty and obedience, and held up as the model of an exemplary Alchemist. But the closer she grows to Jill, Eddie, and especially Adrian, the more she finds herself questioning her age-old Alchemist beliefs, her idea of family, and her sense of what it means to truly belong. Her world becomes even more complicated when magical experiments show Sydney may hold the key to prevent becoming Strigoi - the fiercest vampires, the ones who don't die. But it's her fear of being just that - special, magical, powerful - that scares her more than anything. Equally daunting is her new romance with Braydon, a cute, brainy guy who seems to be her match in every way. Yet, as perfect as he seems, Sydney finds herself being drawn to someone else - someone forbidden to her. When a shocking secret threatens to tear the vampire world apart, Sydney's loyalties are suddenly tested more than ever before. She wonders how she's supposed to strike a balance between the principles and dogmas she's been taught, and what her instincts are now telling her. Should she trust the Alchemists - or her heart?",,Hardcover,9.78E+12,418,4.36,96561,6189,The Golden Lily,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance,https://images.gr-assets.com/books/1360599818l/8709523.jpg,418
755,Elizabeth George Speare,"Orphaned Kit Tyler knows, as she gazes for the first time at the cold, bleak shores of Connecticut Colony, that her new home will never be like the shimmering Caribbean island she left behind. In her relatives' stern Puritan community, she feels like a tropical bird that has flown to the wrong part of the world, a bird that is now caged and lonely. The only place where Kit feels completely free is in the meadows, where she enjoys the company of the old Quaker woman known as the Witch of Blackbird Pond, and on occasion, her young sailor friend Nat. But when Kit's friendship with the ""witch"" is discovered, Kit is faced with suspicion, fear, and anger. She herself is accused of witchcraft!",,Paperback,9.78E+12,256,3.98,121096,5310,The Witch of Blackbird Pond,Historical|Historical Fiction|Young Adult|Fiction|Classics|Childrens|Historical,https://images.gr-assets.com/books/1345499790l/703292.jpg,256
756,J.R.R. Tolkien|Peter Beagle,"The Fellowship was scattered. Some were bracing hopelessly for war against the ancient evil of Sauron. Some were contending with the treachery of the wizard Saruman. Only Frodo and Sam were left to take the accursed Ring of Power to be destroyed in Mordor–the dark Kingdom where Sauron was supreme. Their guide was Gollum, deceitful and lust-filled, slave to the corruption of the Ring. Thus continues the magnificent, bestselling tale of adventure begun in The Fellowship of the Ring, which reaches its soul-stirring climax in The Return of the King.",Movie Tie-In Edition,Paperback,9.78E+12,322,4.43,584688,7940,The Two Towers,Fantasy|Fiction|Classics|Adventure,https://images.gr-assets.com/books/1298415523l/15241.jpg,322
757,Katja Millay,"I live in a world without magic or miracles. A place where there are no clairvoyants or shapeshifters, no angels or superhuman boys to save you. A place where people die and music disintegrates and things suck. I am pressed so hard against the earth by the weight of reality that some days I wonder how I am still able to lift my feet to walk.Former piano prodigy Nastya Kashnikov wants two things: to get through high school without anyone learning about her past and to make the boy who took everything from her—her identity, her spirit, her will to live—pay.Josh Bennett’s story is no secret: every person he loves has been taken from his life until, at seventeen years old, there is no one left. Now all he wants is be left alone and people allow it because when your name is synonymous with death, everyone tends to give you your space.Everyone except Nastya, the mysterious new girl at school who starts showing up and won’t go away until she’s insinuated herself into every aspect of his life. But the more he gets to know her, the more of an enigma she becomes. As their relationship intensifies and the unanswered questions begin to pile up, he starts to wonder if he will ever learn the secrets she’s been hiding—or if he even wants to.The Sea of Tranquility is a rich, intense, and brilliantly imagined story about a lonely boy, an emotionally fragile girl, and the miracle of second chances.",,Kindle Edition,,426,4.33,72494,9240,The Sea of Tranquility,Young Adult|Romance|Contemporary|Sociology|Abuse|Fiction|New Adult|Did Not Finish|Dark|Romance|Contemporary Romance|Young Adult|High School,https://images.gr-assets.com/books/1465919812l/16151178.jpg,426
758,John Irving,"“The first of my father’s illusions was that bears could survive the life lived by human beings, and the second was that human beings could survive a life led in hotels.” So says John Berry, son of a hapless dreamer, brother to a cadre of eccentric siblings, and chronicler of the lives lived, the loves experienced, the deaths met, and the myriad strange and wonderful times encountered by the family Berry. Hoteliers, pet-bear owners, friends of Freud (the animal trainer and vaudevillian, that is), and playthings of mad fate, they “dream on” in a funny, sad, outrageous, and moving novel by the remarkable author of A Prayer for Owen Meany and Last Night in Twisted River.",,Paperback,9.78E+12,520,3.9,53303,1496,The Hotel New Hampshire,Fiction|Contemporary|Literature,https://images.gr-assets.com/books/1318013543l/11768.jpg,520
759,Terry Pratchett,"Just because you can't explain it, doesn't mean it's a miracle.' Religion is a controversial business in the Discworld. Everyone has their own opinion, and indeed their own gods. Who come in all shapes and sizes. In such a competitive environment, there is a pressing need to make one's presence felt. And it's certainly not remotely helpful to be reduced to be appearing in the form of a tortoise, a manifestation far below god-like status in anyone's book. In such instances, you need an acolyte, and fast. Preferably one who won't ask too many questions...",,Paperback,9.78E+12,400,4.28,88823,2305,Small Gods,Fiction|Humor|Fantasy|Humor|Comedy|Science Fiction Fantasy,https://images.gr-assets.com/books/1390899426l/34484.jpg,400
760,James Frey,"Intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. It is also the introduction of a bold and talented literary voice. Before considering reading this book, please see the BookBrowse note on the book jacket/review page.BookBrowse Note: January 9th 2006: An article in the Smoking Gun claimed that James Frey (author of A Million Little Pieces and My Friend Leonard) fabricated key parts of his books. They cited police records, court documents and interviews with law enforcement agents which belie a number of Frey's claims regarding criminal charges against him, jail terms and his fugitive status.In an interview with the Smoking Gun, Frey admitted that he had 'embellished central details' in A Million Little Pieces and backtracked on claims he made in the book.January 26th 2006. Frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" It will be adding a a publisher's note and author's note to all future editions of A Million Little Pieces.",Oprah's Book Club,Paperback,9.78E+12,432,3.63,197835,11197,A Million Little Pieces,Nonfiction|Biography|Autobiography|Memoir,https://images.gr-assets.com/books/1483206985l/1241.jpg,432
761,Jules Verne|Anthony Bonner,"French naturalist Dr. Aronnax embarks on an expedition to hunt down a sea monster, only to discover instead the Nautilus, a remarkable submarine built by the enigmatic Captain Nemo. Together Nemo and Aronnax explore the underwater marvels, undergo a transcendent experience amongst the ruins of Atlantis, and plant a black flag at the South Pole. But Nemo's mission is one of revenge-and his methods coldly efficient.","Extraordinary Voyages, #6",Hardcover,9.78E+12,394,3.87,164861,5361,Twenty Thousand Leagues Under the Sea,Classics|Science Fiction|Fiction|Adventure,https://images.gr-assets.com/books/1494979127l/33507.jpg,394
762,Ray Bradbury,"The summer of '28 was a vintage season for a growing boy. A summer of green apple trees, mowed lawns, and new sneakers. Of half-burnt firecrackers, of gathering dandelions, of Grandma's belly-busting dinner. It was a summer of sorrows and marvels and gold-fuzzed bees. A magical, timeless summer in the life of a twelve-year-old boy named Douglas Spaulding—remembered forever by the incomparable Ray Bradbury.",,Paperback,9.78E+12,239,4.09,45337,3743,Dandelion Wine,Fiction|Classics|Science Fiction|Fantasy|Young Adult,https://images.gr-assets.com/books/1374049845l/50033.jpg,239
763,Leon Uris,"Exodus is an international publishing phenomenon--the towering novel of the twentieth century's most dramatic geopolitical event. Leon Uris magnificently portrays the birth of a new nation in the midst of enemies--the beginning of an earthshaking struggle for power. Here is the tale that swept the world with its fury: the story of an American nurse, an Israeli freedom fighter caught up in a glorious, heartbreaking, triumphant era.",,Paperback,9.78E+12,608,4.34,84177,1578,Exodus,Historical|Historical Fiction|Fiction|Classics|Historical|Cultural|Israel|Literature|Jewish,https://images.gr-assets.com/books/1359742531l/42697.jpg,608
764,Jeaniene Frost,"You can run from the grave, but you can’t hide…Half-vampire Cat Crawfield is now Special Agent Cat Crawfield, working for the government to rid the world of the rogue undead. She’s still using everything Bones, her sexy and dangerous ex, taught her, but when Cat is targeted for assassination, the only man who can help her is the vampire she left behind.Being around Bones awakens all her emotions, from the adrenaline rush of slaying vamps side by side to the reckless passion that consumed them. But a price on her head—wanted: dead or half-alive—means her survival depends on teaming up with Bones. And no matter how hard Cat tries to keep things professional between them, she’ll find that desire lasts forever…and Bones won’t let her get away again.",,Mass Market Paperback,9.78E+12,357,4.31,85885,3473,One Foot in the Grave,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy,https://images.gr-assets.com/books/1373857981l/2168860.jpg,357
765,Laurell K. Hamilton,"Anita Blake is small, dark, and dangerous. Her turf is the city of St. Louis. Her job: re-animating the dead and killing the undead who take things too far. But when the city’s most powerful vampire asks her to solve a series of vicious slayings, Anita must confront her greatest fear—her undeniable attraction to master vampire Jean-Claude, one of the creatures she is sworn to destroy...",,Paperback,9.78E+12,355,4.02,122769,5178,Guilty Pleasures,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Horror|Romance,https://images.gr-assets.com/books/1388207930l/30281.jpg,355
766,Mary Doria Russell,"In 2019, humanity finally finds proof of extraterrestrial life when a listening post in Puerto Rico picks up exquisite singing from a planet that will come to be known as Rakhat. While United Nations diplomats endlessly debate a possible first contact mission, the Society of Jesus quietly organizes an eight-person scientific expedition of its own. What the Jesuits find is a world so beyond comprehension that it will lead them to question what it means to be ""human"".",,Paperback,9.78E+12,516,4.17,49796,6139,The Sparrow,Science Fiction|Fiction|Fantasy|Religion,https://images.gr-assets.com/books/1525457306l/334176.jpg,516
767,Jeffrey Archer,"Born on the same day near the turn of the century on opposite sides of the world, both men are brought together by fate and the quest of a dream. These two men -- ambitious, powerful, ruthless -- are locked in a relentless struggle to build an empire, fuelled by their all-consuming hatred. Over 60 years and three generations, through war, marriage, fortune, and disaster, Kane and Abel battle for the success and triumph that only one man can have.",,Paperback,9.78E+12,592,4.28,86581,3210,Kane and Abel,Fiction|Historical|Historical Fiction|Thriller|Drama,https://images.gr-assets.com/books/1388965561l/78983.jpg,592
769,Brandon Sanderson,"From #1 New York Times bestselling author Brandon Sanderson, Words of Radiance, Book Two of the Stormlight Archive, continues the immersive fantasy epic that The Way of Kings began.Expected by his enemies to die the miserable death of a military slave, Kaladin survived to be given command of the royal bodyguards, a controversial first for a low-status ""darkeyes."" Now he must protect the king and Dalinar from every common peril as well as the distinctly uncommon threat of the Assassin, all while secretly struggling to master remarkable new powers that are somehow linked to his honorspren, Syl.The Assassin, Szeth, is active again, murdering rulers all over the world of Roshar, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne. His leading role in the war would seem reason enough, but the Assassin's master has much deeper motives.Brilliant but troubled Shallan strives along a parallel path. Despite being broken in ways she refuses to acknowledge, she bears a terrible burden: to somehow prevent the return of the legendary Voidbringers and the civilization-ending Desolation that will follow. The secrets she needs can be found at the Shattered Plains, but just arriving there proves more difficult than she could have imagined.Meanwhile, at the heart of the Shattered Plains, the Parshendi are making an epochal decision. Hard pressed by years of Alethi attacks, their numbers ever shrinking, they are convinced by their war leader, Eshonai, to risk everything on a desperate gamble with the very supernatural forces they once fled. The possible consequences for Parshendi and humans alike, indeed, for Roshar itself, are as dangerous as they are incalculable.",,Hardcover,9.78E+12,1087,4.77,141008,9033,Words of Radiance,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy,https://images.gr-assets.com/books/1507307927l/17332218.jpg,1087
770,P.C. Cast|Kristin Cast,"WHEN FRIENDS STOP TRUSTING EACH OTHER, DARKNESS IS THERE TO FAN THE FLAMES...THINGS HAVE TURNED BLACK AT THE HOUSE OF NIGHT. ZOEY REDBIRD'S SOUL HAS SHATTERED. With a broken heart making her want to stay in the Otherworld forever, she's fading fast. As the only living person who can reach her, Stark must find a way to save her. But how? He will have to die to do so, the Vampyre High Council stipulates. And then Zoey will give up for sure. There are only seven days left...Enter BFF Stevie Rae. She wants to help Z, but she has massive problems, too. The rogue Red Fledgings are acting up again. Her kinda boyfriend, Dallas, is sweet but too nosy. Stevie Rae's hiding a secret that might be the key to helping Zoey, but which also threathens to explode her whole world.In the middle of the whole mess is Aphrodite: ex-Fledging, trust-fund baby, total hag from Hell (and proud of it). She's always been blessed (if you could call it that) with prophetic visions, but now it seems Nyx has decided to speak through her, whether she wants it or not. Aphrodite's loyalty can swing a lot of different ways, but right now Zoey's fate hangs in the balance.Three girls... playing with fire... if they don't watch out, everyone will get Burned.",,Paperback,9.78E+12,323,3.98,133828,3109,Burned,Young Adult|Fantasy|Paranormal,https://images.gr-assets.com/books/1327944437l/6917952.jpg,323
